objectid,filename,title,creator,date,date is approx?,description,series number,box number ,folder number,subject,location,latitude,longitude,type,format,language,rights,rightsstatement,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
dubois453,jewishnumbers.pdf,Letter to Morgenthau about Information from Wise,Holocaust Education and Resource Center,1943-8-12,No,Letter to Secretary Morgenthau on the information from Dr Wise.,1,1-1,10,Morgenthau; Wise; Jewish Numbers; Letter,,,,,application/pdf,,,,jewishnumbers,image,/objects/jewishnumbers.pdf,/objects/small/jewishnumbers_sm.jpg,/objects/thumbs/jewishnumbers_th.jpg,,
dubois454,jewish_numbers_in_europe.pdf,Letter from Welles to Wise about Jews in Continental Europe,Holocaust Education and Resource Center,1943-8-6,No,"Letter from Summer Welles to Rabbi Wise over the amount of Jews in Europe, broken down by where in Europe they came from. This letter is two pages long.",1,1-1,10,Welles; Wise; Continental Europe; Letter,,,,,application/pdf,,,,jewish_numbers_in_europe,image,/objects/jewish_numbers_in_europe.pdf,/objects/small/jewish_numbers_in_europe_sm.jpg,/objects/thumbs/jewish_numbers_in_europe_th.jpg,,
dubois455,treasurystate_liscene.pdf,Treasury-State License Call about Funds for Bern,Holocaust Education and Resource Center,1943-8-7,No,"Transcript of a call from Mrs Taylor to Miss Rhea on the treasury funds meant to be sent to Bern, and the Treasury's authority to do it, as well as clearing up a misconception on where the funds would go.",1,1-1,10,Taylor; Rhea; Treasury Funds; Bern; License Call,,,,,application/pdf,,,,treasurystate_liscene,image,/objects/treasurystate_liscene.pdf,/objects/small/treasurystate_liscene_sm.jpg,/objects/thumbs/treasurystate_liscene_th.jpg,,
dubois456,world_jewish_congress_attached.pdf,Letter from Morgenthau to Hull about Wise’s Attached Letter,Holocaust Education and Resource Center,1943-8-5,No,Letter from Secretary Morgenthau to Cordell on an attached letter from Stephen Wise of the World Jewish Congress.,1,1-1,10,Morgenthau; Hull; Wise; World Jewish Congress; Attached Letter,,,,,application/pdf,,,,world_jewish_congress_attached,image,/objects/world_jewish_congress_attached.pdf,/objects/small/world_jewish_congress_attached_sm.jpg,/objects/thumbs/world_jewish_congress_attached_th.jpg,,
dubois458,memofrommorgentopres.pdf,Letter from Morgenthau to the President about Wise’s Letter,Holocaust Education and Resource Center,1943,Yes,Letter from Secretary Morgenthau to the President with a copy of a letter from Stephen Wise.,1,1-1,10,Morgenthau; President; Wise; Letter,,,,,application/pdf,,,,memofrommorgentopres,image,/objects/memofrommorgentopres.pdf,/objects/small/memofrommorgentopres_sm.jpg,/objects/thumbs/memofrommorgentopres_th.jpg,,
dubois460,morgenthaureplydraft.pdf,Draft Reply from Morgenthau to Hull about Wise’s Letter,Holocaust Education and Resource Center,1943-8-5,No,Letter from Morgenthau to Cordell on a draft response to a letter from Stephen Wise.,1,1-1,10,Morgenthau; Hull; Wise; Reply Draft,,,,,application/pdf,,,,morgenthaureplydraft,image,/objects/morgenthaureplydraft.pdf,/objects/small/morgenthaureplydraft_sm.jpg,/objects/thumbs/morgenthaureplydraft_th.jpg,,
dubois461,departmentcableexchange.pdf,Letter to Wise about State and Treasury Cable Exchange,Holocaust Education and Resource Center,1943,Yes,"Letter to Stephen Wise on the funds for the World Jewish Congress, and how all that's left is waiting for the State and Treasury departments to correspond with one another.",1,1-1,10,Wise; World Jewish Congress; Funds; State Department; Treasury Department,,,,,application/pdf,,,,departmentcableexchange,image,/objects/departmentcableexchange.pdf,/objects/small/departmentcableexchange_sm.jpg,/objects/thumbs/departmentcableexchange_th.jpg,,
dubois462,ajctopresident.pdf,Letter from the American Jewish Congress to the President about Refugee Funds,Holocaust Education and Resource Center,1943-7-23,No,Two paged letter from Stephen Wise to the President on the funds regarding the plan to help Jewish Refugees. Wise also speaks on that the President should give a warning to the Nazi regime.,1,1-1,10,Wise; President; American Jewish Congress; Jewish Refugees; Nazi Regime,,,,,application/pdf,,,,ajctopresident,image,/objects/ajctopresident.pdf,/objects/small/ajctopresident_sm.jpg,/objects/thumbs/ajctopresident_th.jpg,,
dubois463,replyingtoworld_jewish_congress.pdf,Letter to Hull about Replying to the American Jewish Congress,Holocaust Education and Resource Center,1943-8-5,No,"Letter to Cordell on replying to the American Jewish Congress about the funds for the program, and the State and Treasury Departments discussino over the proposal. This letter is two pages long.",1,1-1,10,Letter; Hull; American Jewish Congress; Program; State Department; Treasury Department,,,,,application/pdf,,,,replyingtoworld_jewish_congress,image,/objects/replyingtoworld_jewish_congress.pdf,/objects/small/replyingtoworld_jewish_congress_sm.jpg,/objects/thumbs/replyingtoworld_jewish_congress_th.jpg,,
dubois464,morgen_to_paul.pdf,Letter from Morgenthau to Paul about the American Jewish Congress Program,Holocaust Education and Resource Center,,,"This letter has six points of note on the program from the American Jewish Congress, this letter is two pages.",1,1-1,10,Letter; Morgenthau; Paul; American Jewish Congress; Program,,,,,application/pdf,,,,morgen_to_paul,image,/objects/morgen_to_paul.pdf,/objects/small/morgen_to_paul_sm.jpg,/objects/thumbs/morgen_to_paul_th.jpg,,
dubois465,sympathymemo.pdf,Memo from Morgenthau to Wise about the Refugee Evacuation Proposal,Holocaust Education and Resource Center,1943-7-31,No,Short memo to Stephen Wise from Morgenthau showing sympathies for the proposal of evacuating refugees and how the treasury is looking at the proposal.,1,1-1,10,Wise; Morgenthau; Refugee Evacuation; Sympathetic Memo,,,,,application/pdf,,,,sympathymemo,image,/objects/sympathymemo.pdf,/objects/small/sympathymemo_sm.jpg,/objects/thumbs/sympathymemo_th.jpg,,
dubois466,ajctomorgen.pdf,Letter from Wise to Morgenthau about Evacuating Jews from Europe,Holocaust Education and Resource Center,1943-7-23,No,Letter from Stephen Wise of the American Jewish Congress to Secretary Morgenthau on the proposal to get Jews out of Europe.,1,1-1,10,Letter; Wise; Morgenthau; American Jewish Congress; Europe,,,,,application/pdf,,,,ajctomorgen,image,/objects/ajctomorgen.pdf,/objects/small/ajctomorgen_sm.jpg,/objects/thumbs/ajctomorgen_th.jpg,,
dubois467,referencetotelegrams.pdf,Letter Referencing Telegrams about Jewish Refugee Evacuation Funds,Holocaust Education and Resource Center,1943-7-23,No,"Letter referecing other telegrams further discussing the details of the program to evacuate Jewish Refugees. This letter breaks down into points on what would happen to the funds, where the refugees would go, and rules in which the funds to be handled. This letter is three pages long.",1,1-1,10,Letter; Telegrams; Refugee Evacuation; Funds; Jewish Refugees,,,,,application/pdf,,,,referencetotelegrams,image,/objects/referencetotelegrams.pdf,/objects/small/referencetotelegrams_sm.jpg,/objects/thumbs/referencetotelegrams_th.jpg,,
dubois468,shortdiscussiontelegram.pdf,Telegram to Morgenthau about the World Jewish Congress Proposal,Holocaust Education and Resource Center,1943-7-19,No,Short telegram to Secretary Morgenthau on a memo sent on July 1st about the proposal for the World Jewish Congress and that it is being discussed.,1,1-1,10,Morgenthau; World Jewish Congress; Telegram; Memo,,,,,application/pdf,,,,shortdiscussiontelegram,image,/objects/shortdiscussiontelegram.pdf,/objects/small/shortdiscussiontelegram_sm.jpg,/objects/thumbs/shortdiscussiontelegram_th.jpg,,
dubois469,memofrompehle.pdf,Memo from Pehle about Treasury Funds for the World Jewish Congress,Holocaust Education and Resource Center,1943-7-16,No,Memo from Pehle on how the Treasury is willing to go through with the funds for the World Jewish Congress.,1,1-1,10,Pehle; Treasury Funds; World Jewish Congress; Memo,,,,,application/pdf,,,,memofrompehle,image,/objects/memofrompehle.pdf,/objects/small/memofrompehle_sm.jpg,/objects/thumbs/memofrompehle_th.jpg,,
dubois470,conferenceprogram_jewsfleeromania.pdf,Conference Letter about Evacuating Jews from Romania,Holocaust Education and Resource Center,1943-7-15,No,"Two paged letter on the details of this conference, in which members of both the State and Treasury department were in attendence. The details of this conference were on the program put forward by the World Jewish Congress and where these refugees would go. This memo is two pages long.",1,1-1,10,Evacuation; Romania; World Jewish Congress; Conference,,,,,application/pdf,,,,conferenceprogram_jewsfleeromania,image,/objects/conferenceprogram_jewsfleeromania.pdf,/objects/small/conferenceprogram_jewsfleeromania_sm.jpg,/objects/thumbs/conferenceprogram_jewsfleeromania_th.jpg,,
dubois471,praphrasetelgram_fourzeroninefour.pdf,Paraphrased Telegram 4094 from Meltzer to Pehle,Holocaust Education and Resource Center,1943-7-14,No,"From Meltzer to Pehle, attached is telegram 4094.",1,1-1,10,Meltzer; Pehle; Telegram 4094; Paraphrase,,,,,application/pdf,,,,praphrasetelgram_fourzeroninefour,image,/objects/praphrasetelgram_fourzeroninefour.pdf,/objects/small/praphrasetelgram_fourzeroninefour_sm.jpg,/objects/thumbs/praphrasetelgram_fourzeroninefour_th.jpg,,
dubois472,telegram_fourzeroninefour.pdf,Telegram 4094 about Red Cross Aid for Jewish Refugees,Holocaust Education and Resource Center,1943-7-10,No,Telegram from the American Legation in Bern to the Secretary of State. This telegram is on the International Red Cross and the relation to the program for evacuating Jewish Refugees.,1,1-1,10,Telegram 4094; American Legation; Bern; Red Cross; Jewish Refugees,,,,,application/pdf,,,,telegram_fourzeroninefour,image,/objects/telegram_fourzeroninefour.pdf,/objects/small/telegram_fourzeroninefour_sm.jpg,/objects/thumbs/telegram_fourzeroninefour_th.jpg,,
dubois473,evacuate_jews_plan.pdf,Letter to Morgenthau about Evacuating Jews from Romania,Holocaust Education and Resource Center,1943-7-1,No,"Letter to Secretary Morgenthau on a plan to evacuate Jews from Romania, using funds to bribe Romanian officials to let 70,000 jews leave, with the help of Merchants to transport them.",1,1-1,10,Morgenthau; Evacuation; Romania; Funds,,,,,application/pdf,,,,evacuate_jews_plan,image,/objects/evacuate_jews_plan.pdf,/objects/small/evacuate_jews_plan_sm.jpg,/objects/thumbs/evacuate_jews_plan_th.jpg,,
dubois474,paraphrasetelegram_threeninetwonine.pdf,Paraphrased Telegram 3929 about the Riegner Plan,Holocaust Education and Resource Center,1943,Yes,Paraphrased telegram on the Riegner plan and some statements by a representative by the American Red Cross.,1,1-1,10,Paraphrased Telegram 3929; Riegner Plan; American Red Cross,,,,,application/pdf,,,,paraphrasetelegram_threeninetwonine,image,/objects/paraphrasetelegram_threeninetwonine.pdf,/objects/small/paraphrasetelegram_threeninetwonine_sm.jpg,/objects/thumbs/paraphrasetelegram_threeninetwonine_th.jpg,,
dubois476,telegram_threesevenzeronine.pdf,Telegram 3709 about Red Cross Information on Jews in Transnistria,Holocaust Education and Resource Center,1943-6-22,No,"This telegram is broken up into two sections and into four subsections. These subsections are infromation given by the International Red Cross on the oragnizations, number of Jews, and solutions in Transinstria.",1,1-1,10,Telegram 3709; International Red Cross; Transnistria,,,,,application/pdf,,,,telegram_threesevenzeronine,image,/objects/telegram_threesevenzeronine.pdf,/objects/small/telegram_threesevenzeronine_sm.jpg,/objects/thumbs/telegram_threesevenzeronine_th.jpg,,
dubois477,paraphrase_onetwofournine.pdf,Telegram from Meltzer to Pehle about Telegram 1249,Holocaust Education and Resource Center,1943,Yes,Short telegram to Pehle from Meltzer on telegram 1249.,1,1-1,10,Meltzer; Pehle; Telegram 1249,,,,,application/pdf,,,,paraphrase_onetwofournine,image,/objects/paraphrase_onetwofournine.pdf,/objects/small/paraphrase_onetwofournine_sm.jpg,/objects/thumbs/paraphrase_onetwofournine_th.jpg,,
dubois478,telegram_onetwofournine.pdf,Telegram 1249 about Evacuating Jews from Romania,Holocaust Education and Resource Center,1943-5-25,No,Three page telegram from Hull to Bern with concerns behind the plan to evacuate the Jews from Romania. Hull's concerns are broken up into four points.,1,1-1,10,Telegram 1249; Hull; Bern; Evacuation; Romania,,,,,application/pdf,,,,telegram_onetwofournine,image,/objects/telegram_onetwofournine.pdf,/objects/small/telegram_onetwofournine_sm.jpg,/objects/thumbs/telegram_onetwofournine_th.jpg,,
dubois479,sectionone.pdf,Section 1 of Telegram Response to Telegram 1249,Holocaust Education and Resource Center,1943-6-14,No,Start of a multi page telegram to the Secretary of State in response to telegram 1249. This telegram was sent by Harrison from the American Legation in Bern.,1,1-1,10,Section 1; Harrison; American Legation; Bern; Telegram 1249,,,,,application/pdf,,,,sectionone,image,/objects/sectionone.pdf,/objects/small/sectionone_sm.jpg,/objects/thumbs/sectionone_th.jpg,,
dubois480,sectiontwo.pdf,Section 2 of Telegram to the Secretary of State,Holocaust Education and Resource Center,1943-6-14,No,Section 2 of the telegram to the Secretarty of State.,1,1-1,10,Section 2; Secretary of State; Telegram,,,,,application/pdf,,,,sectiontwo,image,/objects/sectiontwo.pdf,/objects/small/sectiontwo_sm.jpg,/objects/thumbs/sectiontwo_th.jpg,,
dubois481,sectionthree.pdf,Section 3 of Telegram to the Secretary of State,Holocaust Education and Resource Center,1943-6-14,No,Section 3 of the telegram to the Secretary of State.,1,1-1,10,Section 3; Secretary of State; Telegram,,,,,application/pdf,,,,sectionthree,image,/objects/sectionthree.pdf,/objects/small/sectionthree_sm.jpg,/objects/thumbs/sectionthree_th.jpg,,
dubois482,sectionfour.pdf,Section 4 of Telegram to the Secretary of State,Holocaust Education and Resource Center,1943-6-14,No,"Section 4 of the telegram to the Secretary of State, this section has two pages.",1,1-1,10,Section 4; Secretary of State; Telegram,,,,,application/pdf,,,,sectionfour,image,/objects/sectionfour.pdf,/objects/small/sectionfour_sm.jpg,/objects/thumbs/sectionfour_th.jpg,,
dubois483,sectionfive.pdf,Section 5 of Telegram to the Secretary of State,Holocaust Education and Resource Center,1943-6-14,No,"Section 5 of the telegram to the Secretary of State, this section has two pages.",1,1-1,10,Section 5; Secretary of State; Telegram,,,,,application/pdf,,,,sectionfive,image,/objects/sectionfive.pdf,/objects/small/sectionfive_sm.jpg,/objects/thumbs/sectionfive_th.jpg,,
dubois484,sectionsix.pdf,Section 6 of Telegram to the Secretary of State,Holocaust Education and Resource Center,1943-6-14,No,"Section 6 of the telegram to the Secretary of State, this section has 2 pages.",1,1-1,10,Section 6; Secretary of State; Telegram,,,,,application/pdf,,,,sectionsix,image,/objects/sectionsix.pdf,/objects/small/sectionsix_sm.jpg,/objects/thumbs/sectionsix_th.jpg,,
dubois485,sectionseven.pdf,Section 7 of Telegram to the Secretary of State,Holocaust Education and Resource Center,1943-6-14,No,"Section 7 of the telegram to the Secretary of State, this section has two pages.",1,1-1,10,Section 7; Secretary of State; Telegram,,,,,application/pdf,,,,sectionseven,image,/objects/sectionseven.pdf,/objects/small/sectionseven_sm.jpg,/objects/thumbs/sectionseven_th.jpg,,
